,start,end,chr,karyo_band,chr_arm,numeric_chr,cytoband,geneID,geneIDversion
TRIML1,189060573.0,189068897.0,4,4q35.2,4q,4,q35.2,ENSG00000184108,ENSG00000184108.3
TRIML2,189012427.0,189030757.0,4,4q35.2,4q,4,q35.2,ENSG00000179046,ENSG00000179046.4
ZFP42,188916925.0,188926204.0,4,4q35.2,4q,4,q35.2,ENSG00000179059,ENSG00000179059.5
AHRR,304291.0,438406.0,5,5p15.33,5p,5,p15.33,ENSG00000063438,ENSG00000063438.12
BRD9,850406.0,892939.0,5,5p15.33,5p,5,p15.33,ENSG00000028310,ENSG00000028310.13
C5orf55,441645.0,443258.0,5,5p15.33,5p,5,p15.33,ENSG00000221990,ENSG00000221990.2
CCDC127,196986.0,218330.0,5,5p15.33,5p,5,p15.33,ENSG00000164366,ENSG00000164366.3
CEP72,612387.0,667283.0,5,5p15.33,5p,5,p15.33,ENSG00000112877,ENSG00000112877.6
EXOC3,443273.0,472052.0,5,5p15.33,5p,5,p15.33,ENSG00000180104,ENSG00000180104.11
LRRC14B,191626.0,195468.0,5,5p15.33,5p,5,p15.33,ENSG00000185028,ENSG00000185028.3
MIR4456,535955.0,535997.0,5,5p15.33,5p,5,p15.33,ENSG00000264233,ENSG00000264233.1
PDCD6,271736.0,353971.0,5,5p15.33,5p,5,p15.33,ENSG00000249915,ENSG00000249915.3
PLEKHG4B,140373.0,190085.0,5,5p15.33,5p,5,p15.33,ENSG00000153404,ENSG00000153404.9
SDHA,218356.0,256815.0,5,5p15.33,5p,5,p15.33,ENSG00000073578,ENSG00000073578.12
SLC9A3,473425.0,524447.0,5,5p15.33,5p,5,p15.33,ENSG00000066230,ENSG00000066230.6
TPPP,660883.0,693510.0,5,5p15.33,5p,5,p15.33,ENSG00000171368,ENSG00000171368.10
TRIP13,892758.0,919472.0,5,5p15.33,5p,5,p15.33,ENSG00000071539,ENSG00000071539.9
ZDHHC11B,710475.0,767067.0,5,5p15.33,5p,5,p15.33,ENSG00000206077,ENSG00000206077.6
ZDHHC11,710471.0,851101.0,5,5p15.33,5p,5,p15.33,ENSG00000188818,ENSG00000188818.8
NKD2,1008944.0,1039058.0,5,5p15.33,5p,5,p15.33,ENSG00000145506,ENSG00000145506.9
MIR4635,1063011.0,1063089.0,5,5p15.33,5p,5,p15.33,ENSG00000263834,ENSG00000263834.1
SLC12A7,1050499.0,1112150.0,5,5p15.33,5p,5,p15.33,ENSG00000113504,ENSG00000113504.15
SLC6A18,1225470.0,1246304.0,5,5p15.33,5p,5,p15.33,ENSG00000164363,ENSG00000164363.8
SLC6A19,1201710.0,1225232.0,5,5p15.33,5p,5,p15.33,ENSG00000174358,ENSG00000174358.11
TERT,1253262.0,1295184.0,5,5p15.33,5p,5,p15.33,ENSG00000164362,ENSG00000164362.14
MIR4457,1309425.0,1309492.0,5,5p15.33,5p,5,p15.33,ENSG00000263670,ENSG00000263670.1
CLPTM1L,1317859.0,1345214.0,5,5p15.33,5p,5,p15.33,ENSG00000049656,ENSG00000049656.9
SLC6A3,1392909.0,1445545.0,5,5p15.33,5p,5,p15.33,ENSG00000142319,ENSG00000142319.14
IRX4,1877541.0,1887350.0,5,5p15.33,5p,5,p15.33,ENSG00000113430,ENSG00000113430.5
LPCAT1,1456595.0,1524092.0,5,5p15.33,5p,5,p15.33,ENSG00000153395,ENSG00000153395.5
MIR4277,1708900.0,1708983.0,5,5p15.33,5p,5,p15.33,ENSG00000263746,ENSG00000263746.1
MRPL36,1798500.0,1801480.0,5,5p15.33,5p,5,p15.33,ENSG00000171421,ENSG00000171421.8
NDUFS6,1801514.0,1816719.0,5,5p15.33,5p,5,p15.33,ENSG00000145494,ENSG00000145494.7
SDHAP3,1568637.0,1594735.0,5,5p15.33,5p,5,p15.33,ENSG00000185986,ENSG00000185986.10
C5orf38,2752245.0,2755508.0,5,5p15.33,5p,5,p15.33,ENSG00000186493,ENSG00000186493.7
IRX2,2745959.0,2752969.0,5,5p15.33,5p,5,p15.33,ENSG00000170561,ENSG00000170561.8
IRX1,3596168.0,3601517.0,5,5p15.33,5p,5,p15.33,ENSG00000170549,ENSG00000170549.3
RN7SKP73,5126159.0,5126450.0,5,5p15.32,5p,5,p15.32,ENSG00000223007,ENSG00000223007.1
ADAMTS16,5140443.0,5320417.0,5,5p15.32,5p,5,p15.32,ENSG00000145536,ENSG00000145536.11
KIAA0947,5420777.0,5490347.0,5,5p15.32,5p,5,p15.32,ENSG00000164151,ENSG00000164151.7
MED10,6371994.0,6378707.0,5,5p15.31,5p,5,p15.31,ENSG00000133398,ENSG00000133398.3
UBE2QL1,6448736.0,6495022.0,5,5p15.31,5p,5,p15.31,ENSG00000215218,ENSG00000215218.3
NSUN2,6599352.0,6633404.0,5,5p15.31,5p,5,p15.31,ENSG00000037474,ENSG00000037474.10
SRD5A1,6633456.0,6669675.0,5,5p15.31,5p,5,p15.31,ENSG00000145545,ENSG00000145545.7
PAPD7,6714718.0,6757161.0,5,5p15.31,5p,5,p15.31,ENSG00000112941,ENSG00000112941.8
RN7SKP79,6848240.0,6848575.0,5,5p15.31,5p,5,p15.31,ENSG00000200243,ENSG00000200243.1
RNA5SP176,7047340.0,7047449.0,5,5p15.31,5p,5,p15.31,ENSG00000212258,ENSG00000212258.1
ADCY2,7396321.0,7830194.0,5,5p15.31,5p,5,p15.31,ENSG00000078295,ENSG00000078295.11
C5orf49,7830491.0,7851603.0,5,5p15.31,5p,5,p15.31,ENSG00000215217,ENSG00000215217.2
MTRR,7851299.0,7906138.0,5,5p15.31,5p,5,p15.31,ENSG00000124275,ENSG00000124275.10
FASTKD3,7859272.0,7869150.0,5,5p15.31,5p,5,p15.31,ENSG00000124279,ENSG00000124279.7
SEMA5A,9035138.0,9546187.0,5,5p15.31,5p,5,p15.31,ENSG00000112902,ENSG00000112902.7
MIR4636,9053928.0,9054007.0,5,5p15.31,5p,5,p15.31,ENSG00000266415,ENSG00000266415.1
SNORD123,9548948.0,9549017.0,5,5p15.31,5p,5,p15.31,ENSG00000239112,ENSG00000239112.1
TAS2R1,9629109.0,9712490.0,5,5p15.31,5p,5,p15.31,ENSG00000169777,ENSG00000169777.5
RNA5SP177,9761019.0,9761125.0,5,5p15.31,5p,5,p15.31,ENSG00000222054,ENSG00000222054.1
FAM173B,10226442.0,10250009.0,5,5p15.2,5p,5,p15.2,ENSG00000150756,ENSG00000150756.9
CCT5,10250033.0,10266524.0,5,5p15.2,5p,5,p15.2,ENSG00000150753,ENSG00000150753.7
CMBL,10275987.0,10308138.0,5,5p15.2,5p,5,p15.2,ENSG00000164237,ENSG00000164237.4
MARCH6,10353815.0,10440500.0,5,5p15.2,5p,5,p15.2,ENSG00000145495,ENSG00000145495.10
ROPN1L,10441636.0,10472141.0,5,5p15.2,5p,5,p15.2,ENSG00000145491,ENSG00000145491.7
ANKRD33B,10564442.0,10650308.0,5,5p15.2,5p,5,p15.2,ENSG00000164236,ENSG00000164236.7
DAP,10679342.0,10761384.0,5,5p15.2,5p,5,p15.2,ENSG00000112977,ENSG00000112977.11
CTNND2,10971952.0,11904155.0,5,5p15.2,5p,5,p15.2,ENSG00000169862,ENSG00000169862.14
CT49,12574969.0,12804475.0,5,5p15.2,5p,5,p15.2,ENSG00000248131,ENSG00000248131.1
DNAH5,13690440.0,13944652.0,5,5p15.2,5p,5,p15.2,ENSG00000039139,ENSG00000039139.9
TRIO,14143811.0,14532235.0,5,5p15.2,5p,5,p15.2,ENSG00000038382,ENSG00000038382.13
FAM105A,14581884.0,14615116.0,5,5p15.2,5p,5,p15.2,ENSG00000145569,ENSG00000145569.5
FAM105B,14664773.0,14699820.0,5,5p15.2,5p,5,p15.2,ENSG00000154124,ENSG00000154124.4
ANKH,14704910.0,14871887.0,5,5p15.2,5p,5,p15.2,ENSG00000154122,ENSG00000154122.8
MIR4637,14826038.0,14826121.0,5,5p15.2,5p,5,p15.2,ENSG00000264792,ENSG00000264792.1
U8|ENSG00000202269.1,15110895.0,15111029.0,5,5p15.1,5p,5,p15.1,ENSG00000202269,ENSG00000202269.1
FBXL7,15500305.0,15939900.0,5,5p15.1,5p,5,p15.1,ENSG00000183580,ENSG00000183580.8
MIR887,15935291.0,15935369.0,5,5p15.1,5p,5,p15.1,ENSG00000216077,ENSG00000216077.1
RNA5SP178,16033338.0,16033465.0,5,5p15.1,5p,5,p15.1,ENSG00000222312,ENSG00000222312.1
MARCH11,16067248.0,16180871.0,5,5p15.1,5p,5,p15.1,ENSG00000183654,ENSG00000183654.8
ZNF622,16451628.0,16465901.0,5,5p15.1,5p,5,p15.1,ENSG00000173545,ENSG00000173545.4
FAM134B,16473147.0,16617167.0,5,5p15.1,5p,5,p15.1,ENSG00000154153,ENSG00000154153.9
MYO10,16665395.0,16936372.0,5,5p15.1,5p,5,p15.1,ENSG00000145555,ENSG00000145555.10
RNA5SP179,16854103.0,16854223.0,5,5p15.1,5p,5,p15.1,ENSG00000253093,ENSG00000253093.1
BASP1,17065707.0,17276943.0,5,5p15.1,5p,5,p15.1,ENSG00000176788,ENSG00000176788.7
RNA5SP180,17157080.0,17157180.0,5,5p15.1,5p,5,p15.1,ENSG00000251990,ENSG00000251990.1
FTH1P10,17353804.0,17354733.0,5,5p15.1,5p,5,p15.1,ENSG00000223361,ENSG00000223361.5
RN7SKP133,17345725.0,17346064.0,5,5p15.1,5p,5,p15.1,ENSG00000201715,ENSG00000201715.1
SNORD81|ENSG00000212278.1,18236232.0,18236305.0,5,5p15.1,5p,5,p15.1,ENSG00000212278,ENSG00000212278.1
RN7SL58P,18547421.0,18547712.0,5,5p14.3,5p,5,p14.3,ENSG00000241552,ENSG00000241552.2
snoU13|ENSG00000238674.1,18844006.0,18844109.0,5,5p14.3,5p,5,p14.3,ENSG00000238674,ENSG00000238674.1
CDH18,19473060.0,20575982.0,5,5p14.3,5p,5,p14.3,ENSG00000145526,ENSG00000145526.7
GUSBP1,21341942.0,21589481.0,5,5p14.3,5p,5,p14.3,ENSG00000183666,ENSG00000183666.12
CDH12,21750782.0,22853731.0,5,5p14.3,5p,5,p14.3,ENSG00000154162,ENSG00000154162.9
PMCHL1,22142461.0,22152465.0,5,5p14.3,5p,5,p14.3,ENSG00000168967,ENSG00000168967.10
RN7SL572P,23201554.0,23201836.0,5,5p14.3,5p,5,p14.3,ENSG00000264118,ENSG00000264118.1
PRDM9,23507264.0,23528706.0,5,5p14.2,5p,5,p14.2,ENSG00000164256,ENSG00000164256.5
C5orf17,23951457.0,24178372.0,5,5p14.2,5p,5,p14.2,ENSG00000248874,ENSG00000248874.1
SNORA40|ENSG00000252083.1,23972297.0,23972403.0,5,5p14.2,5p,5,p14.2,ENSG00000252083,ENSG00000252083.1
CDH10,24487209.0,24645087.0,5,5p14.1,5p,5,p14.1,ENSG00000040731,ENSG00000040731.6
SNORD29,24811590.0,24811657.0,5,5p14.1,5p,5,p14.1,ENSG00000223004,ENSG00000223004.1
CDH9,26880709.0,27121257.0,5,5p14.1,5p,5,p14.1,ENSG00000113100,ENSG00000113100.5
SNORA18|ENSG00000252601.1,29070603.0,29070717.0,5,5p13.3,5p,5,p13.3,ENSG00000252601,ENSG00000252601.1
RN7SKP207,29948935.0,29949237.0,5,5p13.3,5p,5,p13.3,ENSG00000223136,ENSG00000223136.1
CDH6,31193857.0,31329253.0,5,5p13.3,5p,5,p13.3,ENSG00000113361,ENSG00000113361.8
DROSHA,31400604.0,31532303.0,5,5p13.3,5p,5,p13.3,ENSG00000113360,ENSG00000113360.12
C5orf22,31532373.0,31555165.0,5,5p13.3,5p,5,p13.3,ENSG00000082213,ENSG00000082213.13
PDZD2,31639517.0,32111037.0,5,5p13.3,5p,5,p13.3,ENSG00000133401,ENSG00000133401.11
snoU13|ENSG00000238864.1,31824686.0,31824789.0,5,5p13.3,5p,5,p13.3,ENSG00000238864,ENSG00000238864.1
MIR4279,31936208.0,31936265.0,5,5p13.3,5p,5,p13.3,ENSG00000266243,ENSG00000266243.1
GOLPH3,32124810.0,32174456.0,5,5p13.3,5p,5,p13.3,ENSG00000113384,ENSG00000113384.9
MTMR12,32227100.0,32313115.0,5,5p13.3,5p,5,p13.3,ENSG00000150712,ENSG00000150712.6
ZFR,32354456.0,32444867.0,5,5p13.3,5p,5,p13.3,ENSG00000056097,ENSG00000056097.11
MIR579,32394484.0,32394581.0,5,5p13.3,5p,5,p13.3,ENSG00000207956,ENSG00000207956.1
SUB1,32531739.0,32604185.0,5,5p13.3,5p,5,p13.3,ENSG00000113387,ENSG00000113387.7
NPR3,32689176.0,32791819.0,5,5p13.3,5p,5,p13.3,ENSG00000113389,ENSG00000113389.11
TARS,33440802.0,33469644.0,5,5p13.3,5p,5,p13.3,ENSG00000113407,ENSG00000113407.9
ADAMTS12,33523640.0,33892297.0,5,5p13.2,5p,5,p13.2,ENSG00000151388,ENSG00000151388.6
RXFP3,33936491.0,33939023.0,5,5p13.2,5p,5,p13.2,ENSG00000182631,ENSG00000182631.5
AMACR,33986283.0,34008220.0,5,5p13.2,5p,5,p13.2,ENSG00000242110,ENSG00000242110.3
C1QTNF3,34019553.0,34043937.0,5,5p13.2,5p,5,p13.2,ENSG00000082196,ENSG00000082196.16
RAI14,34656342.0,34832732.0,5,5p13.2,5p,5,p13.2,ENSG00000039560,ENSG00000039560.9
SLC45A2,33944721.0,33984835.0,5,5p13.2,5p,5,p13.2,ENSG00000164175,ENSG00000164175.10
TTC23L,34838938.0,34899561.0,5,5p13.2,5p,5,p13.2,ENSG00000205838,ENSG00000205838.8
RAD1,34905369.0,34919094.0,5,5p13.2,5p,5,p13.2,ENSG00000113456,ENSG00000113456.14
BRIX1,34915481.0,34926101.0,5,5p13.2,5p,5,p13.2,ENSG00000113460,ENSG00000113460.8
DNAJC21,34929698.0,34959069.0,5,5p13.2,5p,5,p13.2,ENSG00000168724,ENSG00000168724.10
AGXT2,34998206.0,35048198.0,5,5p13.2,5p,5,p13.2,ENSG00000113492,ENSG00000113492.9
PRLR,35048861.0,35230794.0,5,5p13.2,5p,5,p13.2,ENSG00000113494,ENSG00000113494.12
U3|ENSG00000201368.1,35429166.0,35429378.0,5,5p13.2,5p,5,p13.2,ENSG00000201368,ENSG00000201368.1
SPEF2,35617946.0,35814713.0,5,5p13.2,5p,5,p13.2,ENSG00000152582,ENSG00000152582.8
IL7R,35852797.0,35879705.0,5,5p13.2,5p,5,p13.2,ENSG00000168685,ENSG00000168685.10
CAPSL,35904397.0,35938881.0,5,5p13.2,5p,5,p13.2,ENSG00000152611,ENSG00000152611.7
UGT3A1,35951112.0,36001130.0,5,5p13.2,5p,5,p13.2,ENSG00000145626,ENSG00000145626.7
UGT3A2,36035119.0,36071460.0,5,5p13.2,5p,5,p13.2,ENSG00000168671,ENSG00000168671.5
LMBRD2,36098514.0,36152063.0,5,5p13.2,5p,5,p13.2,ENSG00000164187,ENSG00000164187.6
MIR580,36147994.0,36148090.0,5,5p13.2,5p,5,p13.2,ENSG00000207756,ENSG00000207756.1
SKP2,36152091.0,36184421.0,5,5p13.2,5p,5,p13.2,ENSG00000145604,ENSG00000145604.11
NADK2,36192694.0,36242381.0,5,5p13.2,5p,5,p13.2,ENSG00000152620,ENSG00000152620.8
RANBP3L,36248536.0,36302216.0,5,5p13.2,5p,5,p13.2,ENSG00000164188,ENSG00000164188.4
RNA5SP181,36485445.0,36485542.0,5,5p13.2,5p,5,p13.2,ENSG00000222178,ENSG00000222178.1
SLC1A3,36606457.0,36688436.0,5,5p13.2,5p,5,p13.2,ENSG00000079215,ENSG00000079215.9
NIPBL,36876861.0,37066515.0,5,5p13.2,5p,5,p13.2,ENSG00000164190,ENSG00000164190.12
C5orf42,37106330.0,37249530.0,5,5p13.2,5p,5,p13.2,ENSG00000197603,ENSG00000197603.9
RN7SL37P,37246277.0,37246581.0,5,5p13.2,5p,5,p13.2,ENSG00000242493,ENSG00000242493.2
NUP155,37288239.0,37371283.0,5,5p13.2,5p,5,p13.2,ENSG00000113569,ENSG00000113569.11
WDR70,37379314.0,37753537.0,5,5p13.2,5p,5,p13.2,ENSG00000082068,ENSG00000082068.4
GDNF,37812779.0,37839788.0,5,5p13.2,5p,5,p13.2,ENSG00000168621,ENSG00000168621.10
EGFLAM,38258511.0,38465123.0,5,5p13.2,5p,5,p13.2,ENSG00000164318,ENSG00000164318.13
LIFR,38475065.0,38608456.0,5,5p13.1,5p,5,p13.1,ENSG00000113594,ENSG00000113594.5
MIR3650,38557604.0,38557663.0,5,5p13.1,5p,5,p13.1,ENSG00000265304,ENSG00000265304.1
OSMR,38845960.0,38945698.0,5,5p13.1,5p,5,p13.1,ENSG00000145623,ENSG00000145623.8
RICTOR,38938021.0,39074510.0,5,5p13.1,5p,5,p13.1,ENSG00000164327,ENSG00000164327.8
FYB,39105338.0,39274630.0,5,5p13.1,5p,5,p13.1,ENSG00000082074,ENSG00000082074.11
C9,39284364.0,39424970.0,5,5p13.1,5p,5,p13.1,ENSG00000113600,ENSG00000113600.6
DAB2,39371780.0,39462402.0,5,5p13.1,5p,5,p13.1,ENSG00000153071,ENSG00000153071.10
LINC00603,40052393.0,40053426.0,5,5p13.1,5p,5,p13.1,ENSG00000250048,ENSG00000250048.1
LINC00604,40260759.0,40267759.0,5,5p13.1,5p,5,p13.1,ENSG00000250585,ENSG00000250585.1
SNORA63|ENSG00000199552.1,40655065.0,40655196.0,5,5p13.1,5p,5,p13.1,ENSG00000199552,ENSG00000199552.1
PTGER4,40679600.0,40693837.0,5,5p13.1,5p,5,p13.1,ENSG00000171522,ENSG00000171522.5
TTC33,40714577.0,40756077.0,5,5p13.1,5p,5,p13.1,ENSG00000113638,ENSG00000113638.8
PRKAA1,40759481.0,40798476.0,5,5p13.1,5p,5,p13.1,ENSG00000132356,ENSG00000132356.7
SNORA57|ENSG00000212567.1,40790179.0,40790306.0,5,5p13.1,5p,5,p13.1,ENSG00000212567,ENSG00000212567.1
RPL37,40825364.0,40835437.0,5,5p13.1,5p,5,p13.1,ENSG00000145592,ENSG00000145592.9
SNORD72,40832758.0,40832837.0,5,5p13.1,5p,5,p13.1,ENSG00000212296,ENSG00000212296.1
CARD6,40841286.0,40860275.0,5,5p13.1,5p,5,p13.1,ENSG00000132357,ENSG00000132357.9
C7,40909354.0,40983041.0,5,5p13.1,5p,5,p13.1,ENSG00000112936,ENSG00000112936.14
MROH2B,40998119.0,41071444.0,5,5p13.1,5p,5,p13.1,ENSG00000171495,ENSG00000171495.12
C6,41142336.0,41261540.0,5,5p13.1,5p,5,p13.1,ENSG00000039537,ENSG00000039537.9
PLCXD3,41307056.0,41510730.0,5,5p13.1,5p,5,p13.1,ENSG00000182836,ENSG00000182836.5
OXCT1,41730167.0,41870621.0,5,5p13.1,5p,5,p13.1,ENSG00000083720,ENSG00000083720.8
C5orf51,41904290.0,41921738.0,5,5p13.1,5p,5,p13.1,ENSG00000205765,ENSG00000205765.4
FBXO4,41925356.0,41941845.0,5,5p13.1,5p,5,p13.1,ENSG00000151876,ENSG00000151876.8
GHR,42423879.0,42721979.0,5,5p13.1,5p,5,p13.1,ENSG00000112964,ENSG00000112964.9
CCDC152,42756903.0,42802462.0,5,5p12,5p,5,p12,ENSG00000198865,ENSG00000198865.5
SEPP1,42799982.0,42887494.0,5,5p12,5p,5,p12,ENSG00000250722,ENSG00000250722.1
ANXA2R,43039335.0,43043272.0,5,5p12,5p,5,p12,ENSG00000177721,ENSG00000177721.3
ZNF131,43065278.0,43192123.0,5,5p12,5p,5,p12,ENSG00000172262,ENSG00000172262.7
HMGCS1,43289497.0,43313614.0,5,5p12,5p,5,p12,ENSG00000112972,ENSG00000112972.10
CCL28,43376747.0,43412493.0,5,5p12,5p,5,p12,ENSG00000151882,ENSG00000151882.7
C5orf28,43444354.0,43483995.0,5,5p12,5p,5,p12,ENSG00000151881,ENSG00000151881.10
C5orf34,43486803.0,43515247.0,5,5p12,5p,5,p12,ENSG00000172244,ENSG00000172244.4
PAIP1,43526369.0,43557860.0,5,5p12,5p,5,p12,ENSG00000172239,ENSG00000172239.9
NNT,43602794.0,43707507.0,5,5p12,5p,5,p12,ENSG00000112992,ENSG00000112992.12
FGF10,44303646.0,44389808.0,5,5p12,5p,5,p12,ENSG00000070193,ENSG00000070193.4
RN7SL383P,44716292.0,44716587.0,5,5p12,5p,5,p12,ENSG00000263556,ENSG00000263556.1
MRPS30,44809027.0,44820530.0,5,5p12,5p,5,p12,ENSG00000112996,ENSG00000112996.5
HCN1,45259349.0,45696253.0,5,5p12,5p,5,p12,ENSG00000164588,ENSG00000164588.4
EMB,49692026.0,49739082.0,5,5q11.1,5q,5,q11.1,ENSG00000170571,ENSG00000170571.7
PARP8,49961733.0,50142356.0,5,5q11.1,5q,5,q11.1,ENSG00000151883,ENSG00000151883.12
snoU13|ENSG00000238702.1,50617817.0,50617919.0,5,5q11.1,5q,5,q11.1,ENSG00000238702,ENSG00000238702.1
ISL1,50678921.0,50690564.0,5,5q11.1,5q,5,q11.1,ENSG00000016082,ENSG00000016082.10
RNA5SP182,51182522.0,51182603.0,5,5q11.2,5q,5,q11.2,ENSG00000251873,ENSG00000251873.1
ITGA1,52083730.0,52255040.0,5,5q11.2,5q,5,q11.2,ENSG00000213949,ENSG00000213949.4
PELO,52083774.0,52099880.0,5,5q11.2,5q,5,q11.2,ENSG00000152684,ENSG00000152684.10
ITGA2,52285156.0,52390609.0,5,5q11.2,5q,5,q11.2,ENSG00000164171,ENSG00000164171.6
MOCS2,52391509.0,52405893.0,5,5q11.2,5q,5,q11.2,ENSG00000164172,ENSG00000164172.14
FST,52776239.0,52782964.0,5,5q11.2,5q,5,q11.2,ENSG00000134363,ENSG00000134363.7
NDUFS4,52856463.0,52979168.0,5,5q11.2,5q,5,q11.2,ENSG00000164258,ENSG00000164258.7
ARL15,53179775.0,53606412.0,5,5q11.2,5q,5,q11.2,ENSG00000185305,ENSG00000185305.6
MIR581,53247334.0,53247429.0,5,5q11.2,5q,5,q11.2,ENSG00000207627,ENSG00000207627.1
RN7SL801P,53343839.0,53344138.0,5,5q11.2,5q,5,q11.2,ENSG00000241230,ENSG00000241230.2
MIR4459,53371348.0,53371413.0,5,5q11.2,5q,5,q11.2,ENSG00000265421,ENSG00000265421.1
HSPB3,53751445.0,53752207.0,5,5q11.2,5q,5,q11.2,ENSG00000169271,ENSG00000169271.1
SNX18,53813589.0,53842415.0,5,5q11.2,5q,5,q11.2,ENSG00000178996,ENSG00000178996.8
ESM1,54273692.0,54318499.0,5,5q11.2,5q,5,q11.2,ENSG00000164283,ENSG00000164283.8
GZMK,54320081.0,54330398.0,5,5q11.2,5q,5,q11.2,ENSG00000113088,ENSG00000113088.5
GZMA,54398476.0,54406080.0,5,5q11.2,5q,5,q11.2,ENSG00000145649,ENSG00000145649.7
CDC20B,54408799.0,54469005.0,5,5q11.2,5q,5,q11.2,ENSG00000164287,ENSG00000164287.8
GPX8,54455946.0,54462899.0,5,5q11.2,5q,5,q11.2,ENSG00000164294,ENSG00000164294.9
MIR449A,54466360.0,54466450.0,5,5q11.2,5q,5,q11.2,ENSG00000198983,ENSG00000198983.1
MIR449B,54466474.0,54466570.0,5,5q11.2,5q,5,q11.2,ENSG00000207728,ENSG00000207728.1
MIR449C,54468090.0,54468181.0,5,5q11.2,5q,5,q11.2,ENSG00000251856,ENSG00000251856.1
MCIDAS,54515442.0,54523143.0,5,5q11.2,5q,5,q11.2,ENSG00000234602,ENSG00000234602.3
CCNO,54526980.0,54529508.0,5,5q11.2,5q,5,q11.2,ENSG00000152669,ENSG00000152669.8
DHX29,54552073.0,54603550.0,5,5q11.2,5q,5,q11.2,ENSG00000067248,ENSG00000067248.5
SKIV2L2,54603588.0,54721409.0,5,5q11.2,5q,5,q11.2,ENSG00000039123,ENSG00000039123.11
PPAP2A,54720682.0,54830878.0,5,5q11.2,5q,5,q11.2,ENSG00000067113,ENSG00000067113.12
MIR5687,54804678.0,54804754.0,5,5q11.2,5q,5,q11.2,ENSG00000265135,ENSG00000265135.1
SLC38A9,54921673.0,55069022.0,5,5q11.2,5q,5,q11.2,ENSG00000177058,ENSG00000177058.7
DDX4,55033845.0,55112985.0,5,5q11.2,5q,5,q11.2,ENSG00000152670,ENSG00000152670.14
RNA5SP183,55073297.0,55073415.0,5,5q11.2,5q,5,q11.2,ENSG00000199322,ENSG00000199322.1
IL31RA,55147207.0,55218678.0,5,5q11.2,5q,5,q11.2,ENSG00000164509,ENSG00000164509.9
IL6ST,55230923.0,55290821.0,5,5q11.2,5q,5,q11.2,ENSG00000134352,ENSG00000134352.15
snoU13|ENSG00000238326.1,55296346.0,55296449.0,5,5q11.2,5q,5,q11.2,ENSG00000238326,ENSG00000238326.1
ANKRD55,55395507.0,55529186.0,5,5q11.2,5q,5,q11.2,ENSG00000164512,ENSG00000164512.13
RNA5SP184,55442566.0,55442673.0,5,5q11.2,5q,5,q11.2,ENSG00000223003,ENSG00000223003.1
RNA5SP185,55556160.0,55556273.0,5,5q11.2,5q,5,q11.2,ENSG00000212265,ENSG00000212265.1
RNU6ATAC2P,55593391.0,55593516.0,5,5q11.2,5q,5,q11.2,ENSG00000210678,ENSG00000210678.1
MAP3K1,56111401.0,56191979.0,5,5q11.2,5q,5,q11.2,ENSG00000095015,ENSG00000095015.5
snoU13|ENSG00000238717.1,56152975.0,56153078.0,5,5q11.2,5q,5,q11.2,ENSG00000238717,ENSG00000238717.1
SETD9,56205087.0,56221359.0,5,5q11.2,5q,5,q11.2,ENSG00000155542,ENSG00000155542.7
MIER3,56215429.0,56267502.0,5,5q11.2,5q,5,q11.2,ENSG00000155545,ENSG00000155545.15
GPBP1,56469775.0,56560506.0,5,5q11.2,5q,5,q11.2,ENSG00000062194,ENSG00000062194.11
ACTBL2,56775846.0,56778636.0,5,5q11.2,5q,5,q11.2,ENSG00000169067,ENSG00000169067.2
snoU13|ENSG00000238899.1,57366015.0,57366118.0,5,5q11.2,5q,5,q11.2,ENSG00000238899,ENSG00000238899.1
PLK2,57749809.0,57756087.0,5,5q11.2,5q,5,q11.2,ENSG00000145632,ENSG00000145632.10
GAPT,57787262.0,57792917.0,5,5q11.2,5q,5,q11.2,ENSG00000175857,ENSG00000175857.4
MIR548AE2,57825870.0,57825936.0,5,5q11.2,5q,5,q11.2,ENSG00000265699,ENSG00000265699.1
RAB3C,57878048.0,58155213.0,5,5q11.2,5q,5,q11.2,ENSG00000152932,ENSG00000152932.6
PDE4D,58264865.0,59817947.0,5,5q12.1,5q,5,q12.1,ENSG00000113448,ENSG00000113448.12
MIR582,58999432.0,58999529.0,5,5q12.1,5q,5,q12.1,ENSG00000202601,ENSG00000202601.2
FKSG52,59726565.0,59726939.0,5,5q12.1,5q,5,q12.1,ENSG00000224838,ENSG00000224838.2
PART1,59783540.0,59843484.0,5,5q12.1,5q,5,q12.1,ENSG00000152931,ENSG00000152931.7
DEPDC1B,59892739.0,59996017.0,5,5q12.1,5q,5,q12.1,ENSG00000035499,ENSG00000035499.8
ELOVL7,60047618.0,60140216.0,5,5q12.1,5q,5,q12.1,ENSG00000164181,ENSG00000164181.9
ERCC8,60169658.0,60240900.0,5,5q12.1,5q,5,q12.1,ENSG00000049167,ENSG00000049167.9
NDUFAF2,60240956.0,60448853.0,5,5q12.1,5q,5,q12.1,ENSG00000164182,ENSG00000164182.6
SMIM15,60453536.0,60458301.0,5,5q12.1,5q,5,q12.1,ENSG00000188725,ENSG00000188725.3
ZSWIM6,60628100.0,60841997.0,5,5q12.1,5q,5,q12.1,ENSG00000130449,ENSG00000130449.5
C5orf64,60933535.0,61047590.0,5,5q12.1,5q,5,q12.1,ENSG00000178722,ENSG00000178722.8
RN7SKP157,61442492.0,61442773.0,5,5q12.1,5q,5,q12.1,ENSG00000251983,ENSG00000251983.1
