Gene Symbol,Locus ID,Cytoband,chr,chr_arm
WNT6,7475,2q35,2,2q
WNT10A,80326,2q35,2,2q
CDK5R2,8941,2q35,2,2q
FEV,54738,2q35,2,2q
LOC151300,151300,2q35,2,2q
CRYBA2,1412,2q35,2,2q
CCDC108,255101,2q35,2,2q
LOC100129175,100129175,2q35,2,2q
MIR375,494324,2q35,2,2q
hsa-mir-375,-2262,2q35,2,2q
IHH,3549,2q35,2,2q
MIR3131,100422957,2q35,2,2q
hsa-mir-3131,-2262,2q35,2,2q
NHEJ1,79840,2q35,2,2q
SLC23A3,151295,2q35,2,2q
CNPPD1,27013,2q35,2,2q
FAM134A,79137,2q35,2,2q
ZFAND2B,130617,2q35,2,2q
ABCB6,10058,2q35,2,2q
ATG9A,79065,2q35,2,2q
ANKZF1,55139,2q35,2,2q
GLB1L,79411,2q35,2,2q
STK16,8576,2q35,2,2q
TUBA4A,7277,2q35,2,2q
TUBA4B,80086,2q35,2,2q
DNAJB2,3300,2q35,2,2q
MIR153-1,406944,2q35,2,2q
PTPRN,5798,2q35,2,2q
hsa-mir-153-1,-2264,2q35,2,2q
RESP18,389075,2q35,2,2q
DNPEP,23549,2q35,2,2q
DES,1674,2q35,2,2q
SPEG,10290,2q35,2,2q
GMPPA,29926,2q35,2,2q
ACCN4,55515,2q35,2,2q
CHPF,79586,2q35,2,2q
TMEM198,130612,2q35,2,2q
MIR3132,100423039,2q35,2,2q
OBSL1,23363,2q35,2,2q
hsa-mir-3132,-2266,2q35,2,2q
INHA,3623,2q35,2,2q
STK11IP,114790,2q35,2,2q
SLC4A3,6508,2q35,2,2q
MIR4268,100422959,2q35,2,2q
hsa-mir-4268,-2269,2q35,2,2q
EPHA4,2043,2q36.1,2,2q
PAX3,5077,2q36.1,2,2q
CCDC140,151278,2q36.1,2,2q
SGPP2,130367,2q36.1,2,2q
FARSB,10056,2q36.1,2,2q
MOGAT1,116255,2q36.1,2,2q
ACSL3,2181,2q36.1,2,2q
KCNE4,23704,2q36.1,2,2q
SCG2,7857,2q36.1,2,2q
AP1S3,130340,2q36.1,2,2q
WDFY1,57590,2q36.1,2,2q
MRPL44,65080,2q36.1,2,2q
SERPINE2,5270,2q36.1,2,2q
FAM124B,79843,2q36.2,2,2q
CUL3,8452,2q36.2,2,2q
DOCK10,55619,2q36.2,2,2q
MIR4439,100616207,2q36.2,2,2q
NYAP2,57624,2q36.3,2,2q
LOC646736,646736,2q36.3,2,2q
IRS1,3667,2q36.3,2,2q
RHBDD1,84236,2q36.3,2,2q
COL4A4,1286,2q36.3,2,2q
COL4A3,1285,2q36.3,2,2q
MFF,56947,2q36.3,2,2q
TM4SF20,79853,2q36.3,2,2q
AGFG1,3267,2q36.3,2,2q
C2orf83,56918,2q36.3,2,2q
SLC19A3,80704,2q36.3,2,2q
CCL20,6364,2q36.3,2,2q
WDR69,164781,2q36.3,2,2q
SPHKAP,80309,2q36.3,2,2q
PID1,55022,2q36.3,2,2q
DNER,92737,2q36.3,2,2q
TRIP12,9320,2q36.3,2,2q
FBXO36,130888,2q36.3,2,2q
SLC16A14,151473,2q36.3,2,2q
SP110,3431,2q37.1,2,2q
SP140,11262,2q37.1,2,2q
SP140L,93349,2q37.1,2,2q
SP100,6672,2q37.1,2,2q
LOC151475,151475,2q37.1,2,2q
CAB39,51719,2q37.1,2,2q
ITM2C,81618,2q37.1,2,2q
LOC151484,151484,2q37.1,2,2q
GPR55,9290,2q37.1,2,2q
LOC348761,348761,2q37.1,2,2q
SPATA3,130560,2q37.1,2,2q
C2orf72,257407,2q37.1,2,2q
PSMD1,5707,2q37.1,2,2q
HTR2B,3357,2q37.1,2,2q
ARMC9,80210,2q37.1,2,2q
MIR4777,100616317,2q37.1,2,2q
B3GNT7,93010,2q37.1,2,2q
NCL,4691,2q37.1,2,2q
SNORA75,654321,2q37.1,2,2q
SNORD20,6082,2q37.1,2,2q
SNORD82,25826,2q37.1,2,2q
LINC00471,151477,2q37.1,2,2q
NMUR1,10316,2q37.1,2,2q
C2orf57,165100,2q37.1,2,2q
MIR1244-1|chr2,100302285,2q37.1,2,2q
MIR1244-2|chr2,100422885,2q37.1,2,2q
MIR1244-3|chr2,100422872,2q37.1,2,2q
PTMA,5757,2q37.1,2,2q
hsa-mir-1244-1,-2359,2q37.1,2,2q
PDE6D,5147,2q37.1,2,2q
COPS7B,64708,2q37.1,2,2q
MIR1471,100302126,2q37.1,2,2q
hsa-mir-1471,-2360,2q37.1,2,2q
NPPC,4880,2q37.1,2,2q
DIS3L2,129563,2q37.1,2,2q
hsa-mir-562,-2362,2q37.1,2,2q
ALPP,250,2q37.1,2,2q
ECEL1P2,347694,2q37.1,2,2q
ALPPL2,251,2q37.1,2,2q
ALPI,248,2q37.1,2,2q
ECEL1,9427,2q37.1,2,2q
CHRND,1144,2q37.1,2,2q
PRSS56,646960,2q37.1,2,2q
CHRNG,1146,2q37.1,2,2q
EIF4E2,9470,2q37.1,2,2q
TIGD1,200765,2q37.1,2,2q
EFHD1,80303,2q37.1,2,2q
GIGYF2,26058,2q37.1,2,2q
KCNJ13,3769,2q37.1,2,2q
C2orf82,389084,2q37.1,2,2q
NGEF,25791,2q37.1,2,2q
NEU2,4759,2q37.1,2,2q
INPP5D,3635,2q37.1,2,2q
ATG16L1,55054,2q37.1,2,2q
SCARNA5,677775,2q37.1,2,2q
SCARNA6,677772,2q37.1,2,2q
SAG,6295,2q37.1,2,2q
DGKD,8527,2q37.1,2,2q
USP40,55230,2q37.1,2,2q
UGT1A8,54576,2q37.1,2,2q
UGT1A10,54575,2q37.1,2,2q
UGT1A9,54600,2q37.1,2,2q
UGT1A7,54577,2q37.1,2,2q
UGT1A6,54578,2q37.1,2,2q
UGT1A5,54579,2q37.1,2,2q
UGT1A4,54657,2q37.1,2,2q
UGT1A3,54659,2q37.1,2,2q
DNAJB3,414061,2q37.1,2,2q
LOC100286922,100286922,2q37.1,2,2q
UGT1A1,54658,2q37.1,2,2q
HJURP,55355,2q37.1,2,2q
MSL3P1,151507,2q37.1,2,2q
TRPM8,79054,2q37.1,2,2q
SPP2,6694,2q37.1,2,2q
ARL4C,10123,2q37.1,2,2q
SH3BP4,23677,2q37.2,2,2q
AGAP1,116987,2q37.2,2,2q
GBX2,2637,2q37.2,2,2q
ASB18,401036,2q37.2,2,2q
IQCA1,79781,2q37.2,2,2q
CXCR7,57007,2q37.3,2,2q
COPS8,10920,2q37.3,2,2q
COL6A3,1293,2q37.3,2,2q
MLPH,79083,2q37.3,2,2q
PRLH,51052,2q37.3,2,2q
RAB17,64284,2q37.3,2,2q
LRRFIP1,9208,2q37.3,2,2q
RBM44,375316,2q37.3,2,2q
RAMP1,10267,2q37.3,2,2q
UBE2F-SCLY,100533179,2q37.3,2,2q
UBE2F,140739,2q37.3,2,2q
SCLY,51540,2q37.3,2,2q
ESPNL,339768,2q37.3,2,2q
KLHL30,377007,2q37.3,2,2q
ILKAP,80895,2q37.3,2,2q
LOC151174,151174,2q37.3,2,2q
HES6,55502,2q37.3,2,2q
LOC643387,643387,2q37.3,2,2q
PER2,8864,2q37.3,2,2q
TRAF3IP1,26146,2q37.3,2,2q
ASB1,51665,2q37.3,2,2q
LOC151171,151171,2q37.3,2,2q
TWIST2,117581,2q37.3,2,2q
FLJ43879,401039,2q37.3,2,2q
HDAC4,9759,2q37.3,2,2q
MIR4440,100616397,2q37.3,2,2q
MIR4441,100616493,2q37.3,2,2q
MGC16025,85009,2q37.3,2,2q
MIR4269,100423043,2q37.3,2,2q
hsa-mir-4269,-2417,2q37.3,2,2q
MIR2467,100616360,2q37.3,2,2q
LOC150935,150935,2q37.3,2,2q
MIR4786,100616417,2q37.3,2,2q
NDUFA10,4705,2q37.3,2,2q
OR6B2,389090,2q37.3,2,2q
OR6B3,150681,2q37.3,2,2q
PRR21,643905,2q37.3,2,2q
MYEOV2,150678,2q37.3,2,2q
OTOS,150677,2q37.3,2,2q
GPC1,2817,2q37.3,2,2q
PP14571,100130449,2q37.3,2,2q
MIR149,406941,2q37.3,2,2q
hsa-mir-149,-2426,2q37.3,2,2q
ANKMY1,51281,2q37.3,2,2q
DUSP28,285193,2q37.3,2,2q
RNPEPL1,57140,2q37.3,2,2q
CAPN10,11132,2q37.3,2,2q
GPR35,2859,2q37.3,2,2q
AQP12B,653437,2q37.3,2,2q
AQP12A,375318,2q37.3,2,2q
KIF1A,547,2q37.3,2,2q
AGXT,189,2q37.3,2,2q
C2orf54,79919,2q37.3,2,2q
LOC200772,200772,2q37.3,2,2q
SNED1,25992,2q37.3,2,2q
MTERFD2,130916,2q37.3,2,2q
PASK,23178,2q37.3,2,2q
PPP1R7,5510,2q37.3,2,2q
ANO7,50636,2q37.3,2,2q
HDLBP,3069,2q37.3,2,2q
SEPT2,4735,2q37.3,2,2q
FARP2,9855,2q37.3,2,2q
hsa-mir-3133,-2434,2q37.3,2,2q
STK25,10494,2q37.3,2,2q
BOK-AS1,100379249,2q37.3,2,2q
BOK,666,2q37.3,2,2q
THAP4,51078,2q37.3,2,2q
ATG4B,23192,2q37.3,2,2q
DTYMK,1841,2q37.3,2,2q
ING5,84289,2q37.3,2,2q
D2HGDH,728294,2q37.3,2,2q
GAL3ST2,64090,2q37.3,2,2q
NEU4,129807,2q37.3,2,2q
PDCD1,5133,2q37.3,2,2q
CXXC11,285093,2q37.3,2,2q
LOC728323,728323,2q37.3,2,2q
CHL1,10752,3p26.3,3,3p
CNTN6,27255,3p26.3,3,3p
CNTN4,152330,3p26.3,3,3p
IL5RA,3568,3p26.2,3,3p
TRNT1,51095,3p26.2,3,3p
CRBN,51185,3p26.2,3,3p
LRRN1,57633,3p26.2,3,3p
SETMAR,6419,3p26.1,3,3p
SUMF1,285362,3p26.1,3,3p
ITPR1,3708,3p26.1,3,3p
EGOT,100126791,3p26.1,3,3p
LOC100507582,100507582,3p26.1,3,3p
BHLHE40,8553,3p26.1,3,3p
ARL8B,55207,3p26.1,3,3p
EDEM1,9695,3p26.1,3,3p
MIR4790,100616334,3p26.1,3,3p
GRM7,2917,3p26.1,3,3p
LOC100288428,100288428,3p26.1,3,3p
LMCD1,29995,3p26.1,3,3p
LINC00312,29931,3p26.1,3,3p
C3orf32,51066,3p26.1,3,3p
CAV3,859,3p25.3,3,3p
OXTR,5021,3p25.3,3,3p
RAD18,56852,3p25.3,3,3p
SRGAP3,9901,3p25.3,3,3p
THUMPD3,25917,3p25.3,3,3p
LOC440944,440944,3p25.3,3,3p
SETD5,55209,3p25.3,3,3p
LHFPL4,375323,3p25.3,3,3p
MTMR14,64419,3p25.3,3,3p
CPNE9,151835,3p25.3,3,3p
BRPF1,7862,3p25.3,3,3p
OGG1,4968,3p25.3,3,3p
CAMK1,8536,3p25.3,3,3p
TADA3,10474,3p25.3,3,3p
ARPC4-TTLL3,100526693,3p25.3,3,3p
ARPC4,10093,3p25.3,3,3p
TTLL3,26140,3p25.3,3,3p
RPUSD3,285367,3p25.3,3,3p
CIDEC,63924,3p25.3,3,3p
JAGN1,84522,3p25.3,3,3p
IL17RE,132014,3p25.3,3,3p
IL17RC,84818,3p25.3,3,3p
CRELD1,78987,3p25.3,3,3p
PRRT3,285368,3p25.3,3,3p
TMEM111,55831,3p25.3,3,3p
LOC401052,401052,3p25.3,3,3p
CIDECP,152302,3p25.3,3,3p
FANCD2,2177,3p25.3,3,3p
C3orf24,115795,3p25.3,3,3p
BRK1,55845,3p25.3,3,3p
VHL,7428,3p25.3,3,3p
IRAK2,3656,3p25.3,3,3p
TATDN2,9797,3p25.3,3,3p
GHRLOS2,84657,3p25.3,3,3p
GHRLOS,100126793,3p25.3,3,3p
GHRL,51738,3p25.3,3,3p
SEC13,6396,3p25.3,3,3p
ATP2B2,491,3p25.3,3,3p
hsa-mir-378b,-664,3p25.3,3,3p
MIR885,100126334,3p25.3,3,3p
hsa-mir-885,-664,3p25.3,3,3p
LOC285370,285370,3p25.3,3,3p
SLC6A11,6538,3p25.3,3,3p
SLC6A1,6529,3p25.3,3,3p
HRH1,3269,3p25.3,3,3p
ATG7,10533,3p25.3,3,3p
VGLL4,9686,3p25.3,3,3p
TAMM41,132001,3p25.2,3,3p
SYN2,6854,3p25.2,3,3p
TIMP4,7079,3p25.2,3,3p
PPARG,5468,3p25.2,3,3p
TSEN2,80746,3p25.2,3,3p
LOC100129480,100129480,3p25.2,3,3p
MKRN2,23609,3p25.2,3,3p
RAF1,5894,3p25.2,3,3p
TMEM40,55287,3p25.2,3,3p
CAND2,23066,3p25.2,3,3p
RPL32,6161,3p25.2,3,3p
SNORA7A,619563,3p25.2,3,3p
IQSEC1,9922,3p25.2,3,3p
NUP210,23225,3p25.1,3,3p
HDAC11,79885,3p25.1,3,3p
FBLN2,2199,3p25.1,3,3p
LOC285375,285375,3p25.1,3,3p
WNT7A,7476,3p25.1,3,3p
LOC100132526,100132526,3p25.1,3,3p
TPRXL,348825,3p25.1,3,3p
CHCHD4,131474,3p25.1,3,3p
TMEM43,79188,3p25.1,3,3p
XPC,7508,3p25.1,3,3p
LSM3,27258,3p25.1,3,3p
SLC6A6,6533,3p25.1,3,3p
GRIP2,80852,3p25.1,3,3p
C3orf19,51244,3p25.1,3,3p
C3orf20,84077,3p25.1,3,3p
FGD5,152273,3p25.1,3,3p
FGD5-AS1,100505641,3p25.1,3,3p
NR2C2,7182,3p25.1,3,3p
MRPS25,64432,3p25.1,3,3p
ZFYVE20,64145,3p25.1,3,3p
COL6A4P1,344875,3p25.1,3,3p
CAPN7,23473,3p25.1,3,3p
LOC100505696,100505696,3p25.1,3,3p
SH3BP5,9467,3p25.1,3,3p
METTL6,131965,3p25.1,3,3p
EAF1,85403,3p25.1,3,3p
COLQ,8292,3p25.1,3,3p
MIR4270,100422868,3p25.1,3,3p
hsa-mir-4270,-703,3p25.1,3,3p
HACL1,26061,3p25.1,3,3p
BTD,686,3p25.1,3,3p
ANKRD28,23243,3p25.1,3,3p
hsa-mir-3134,-705,3p25.1,3,3p
MIR563,693148,3p25.1,3,3p
hsa-mir-563,-706,3p25.1,3,3p
GALNTL2,117248,3p25.1,3,3p
DPH3,285381,3p25.1,3,3p
OXNAD1,92106,3p25.1,3,3p
RFTN1,23180,3p25.1,3,3p
DAZL,1618,3p24.3,3,3p
PLCL2,23228,3p24.3,3,3p
MIR3714,100500913,3p24.3,3,3p
TBC1D5,9779,3p24.3,3,3p
LOC339862,339862,3p24.3,3,3p
SATB1,6304,3p24.3,3,3p
KCNH8,131096,3p24.3,3,3p
MIR4791,100616291,3p24.3,3,3p
EFHB,151651,3p24.3,3,3p
RAB5A,5868,3p24.3,3,3p
PP2D1,151649,3p24.3,3,3p
KAT2B,8850,3p24.3,3,3p
hsa-mir-3135,-738,3p24.3,3,3p
SGOL1,151648,3p24.3,3,3p
VENTXP7,391518,3p24.3,3,3p
ZNF385D,79750,3p24.3,3,3p
UBE2E2,7325,3p24.3,3,3p
MIR548AC,100616384,3p24.3,3,3p
UBE2E1,7324,3p24.3,3,3p
NKIRAS1,28512,3p24.2,3,3p
RPL15,6138,3p24.2,3,3p
NR1D2,9975,3p24.2,3,3p
LOC152024,152024,3p24.2,3,3p
THRB,7068,3p24.2,3,3p
LOC644990,644990,3p24.2,3,3p
MIR4792,100616448,3p24.2,3,3p
RARB,5915,3p24.2,3,3p
TOP2B,7155,3p24.2,3,3p
MIR4442,100616477,3p24.2,3,3p
NGLY1,55768,3p24.2,3,3p
OXSM,54995,3p24.2,3,3p
LOC285326,285326,3p24.2,3,3p
LRRC3B,116135,3p24.1,3,3p
NEK10,152110,3p24.1,3,3p
SLC4A7,9497,3p24.1,3,3p
EOMES,8320,3p24.1,3,3p
CMC1,152100,3p24.1,3,3p
AZI2,64343,3p24.1,3,3p
ZCWPW2,152098,3p24.1,3,3p
LOC645206,645206,3p24.1,3,3p
RBMS3,27303,3p24.1,3,3p
TGFBR2,7048,3p24.1,3,3p
GADL1,339896,3p24.1,3,3p
hsa-mir-466,-823,3p23,3,3p
STT3B,201595,3p23,3,3p
OSBPL10,114884,3p23,3,3p
ZNF860,344787,3p23,3,3p
GPD1L,23171,3p22.3,3,3p
CMTM8,152189,3p22.3,3,3p
CMTM7,112616,3p22.3,3,3p
CMTM6,54918,3p22.3,3,3p
DYNC1LI1,51143,3p22.3,3,3p
CNOT10,25904,3p22.3,3,3p
TRIM71,131405,3p22.3,3,3p
CCR4,1233,3p22.3,3,3p
GLB1,2720,3p22.3,3,3p
TMPPE,643853,3p22.3,3,3p
CRTAP,10491,3p22.3,3,3p
SUSD5,26032,3p22.3,3,3p
FBXL2,25827,3p22.3,3,3p
UBP1,7342,3p22.3,3,3p
CLASP2,23122,3p22.3,3,3p
PDCD6IP,10015,3p22.3,3,3p
ARPP21,10777,3p22.3,3,3p
MIR128-2,406916,3p22.3,3,3p
hsa-mir-128-2,-858,3p22.3,3,3p
STAC,6769,3p22.3,3,3p
DCLK3,85443,3p22.2,3,3p
TRANK1,9881,3p22.2,3,3p
EPM2AIP1,9852,3p22.2,3,3p
MLH1,4292,3p22.2,3,3p
LRRFIP2,9209,3p22.2,3,3p
GOLGA4,2803,3p22.2,3,3p
C3orf35,339883,3p22.2,3,3p
ITGA9,3680,3p22.2,3,3p
CTDSPL,10217,3p22.2,3,3p
MIR26A1,407015,3p22.2,3,3p
hsa-mir-26a-1,-875,3p22.2,3,3p
VILL,50853,3p22.2,3,3p
PLCD1,5333,3p22.2,3,3p
DLEC1,9940,3p22.2,3,3p
ACAA1,30,3p22.2,3,3p
MYD88,4615,3p22.2,3,3p
OXSR1,9943,3p22.2,3,3p
SLC22A13,9390,3p22.2,3,3p
SLC22A14,9389,3p22.2,3,3p
XYLB,9942,3p22.2,3,3p
LOC100128640,100128640,3p22.2,3,3p
ACVR2B,93,3p22.2,3,3p
EXOG,9941,3p22.2,3,3p
SCN5A,6331,3p22.2,3,3p
SCN10A,6336,3p22.2,3,3p
SCN11A,11280,3p22.2,3,3p
WDR48,57599,3p22.2,3,3p
GORASP1,64689,3p22.2,3,3p
TTC21A,199223,3p22.2,3,3p
CSRNP1,64651,3p22.2,3,3p
XIRP1,165904,3p22.2,3,3p
CX3CR1,1524,3p22.2,3,3p
CCR8,1237,3p22.2,3,3p
SLC25A38,54977,3p22.1,3,3p
RPSA,3921,3p22.1,3,3p
SNORA62,6044,3p22.1,3,3p
SNORA6,574040,3p22.1,3,3p
MOBP,4336,3p22.1,3,3p
MYRIP,25924,3p22.1,3,3p
FLJ33065,440952,3p22.1,3,3p
EIF1B,10289,3p22.1,3,3p
ENTPD3,956,3p22.1,3,3p
ENTPD3-AS1,285266,3p22.1,3,3p
RPL14,9045,3p22.1,3,3p
ZNF619,285267,3p22.1,3,3p
ZNF620,253639,3p22.1,3,3p
ZNF621,285268,3p22.1,3,3p
CTNNB1,1499,3p22.1,3,3p
ULK4,54986,3p22.1,3,3p
TRAK1,22906,3p22.1,3,3p
CCK,885,3p22.1,3,3p
LYZL4,131375,3p22.1,3,3p
VIPR1,7433,3p22.1,3,3p
SEC22C,9117,3p22.1,3,3p
SS18L2,51188,3p22.1,3,3p
NKTR,4820,3p22.1,3,3p
ZBTB47,92999,3p22.1,3,3p
KBTBD5,131377,3p22.1,3,3p
HHATL,57467,3p22.1,3,3p
CCDC13,152206,3p22.1,3,3p
HIGD1A,25994,3p22.1,3,3p
CCBP2,1238,3p22.1,3,3p
CYP8B1,1582,3p22.1,3,3p
ZNF662,389114,3p22.1,3,3p
KRBOX1,100506243,3p22.1,3,3p
FAM198A,729085,3p22.1,3,3p
C3orf39,84892,3p22.1,3,3p
SNRK,54861,3p22.1,3,3p
ANO10,55129,3p22.1,3,3p
ABHD5,51099,3p21.33,3,3p
MIR138-1,406929,3p21.32,3,3p
hsa-mir-138-1,-921,3p21.32,3,3p
C3orf77,375337,3p21.31,3,3p
C3orf23,285343,3p21.31,3,3p
ZNF445,353274,3p21.31,3,3p
ZNF167,55888,3p21.31,3,3p
ZNF660,285349,3p21.31,3,3p
ZNF197,10168,3p21.31,3,3p
ZNF35,7584,3p21.31,3,3p
ZNF502,91392,3p21.31,3,3p
ZNF501,115560,3p21.31,3,3p
KIAA1143,57456,3p21.31,3,3p
KIF15,56992,3p21.31,3,3p
MIR564,693149,3p21.31,3,3p
TMEM42,131616,3p21.31,3,3p
hsa-mir-564,-927,3p21.31,3,3p
TGM4,7047,3p21.31,3,3p
ZDHHC3,51304,3p21.31,3,3p
EXOSC7,23016,3p21.31,3,3p
CLEC3B,7123,3p21.31,3,3p
CDCP1,64866,3p21.31,3,3p
TMEM158,25907,3p21.31,3,3p
LARS2,23395,3p21.31,3,3p
LIMD1,8994,3p21.31,3,3p
LOC644714,644714,3p21.31,3,3p
SACM1L,22908,3p21.31,3,3p
SLC6A20,54716,3p21.31,3,3p
LZTFL1,54585,3p21.31,3,3p
CCR9,10803,3p21.31,3,3p
FYCO1,79443,3p21.31,3,3p
CXCR6,10663,3p21.31,3,3p
XCR1,2829,3p21.31,3,3p
CCR1,1230,3p21.31,3,3p
CCR3,1232,3p21.31,3,3p
CCR2,729230,3p21.31,3,3p
CCR5,1234,3p21.31,3,3p
CCRL2,9034,3p21.31,3,3p
LTF,4057,3p21.31,3,3p
RTP3,83597,3p21.31,3,3p
LRRC2,79442,3p21.31,3,3p
TDGF1,6997,3p21.31,3,3p
LOC100132146,100132146,3p21.31,3,3p
ALS2CL,259173,3p21.31,3,3p
TMIE,259236,3p21.31,3,3p
PRSS50,29122,3p21.31,3,3p
PRSS46,100287362,3p21.31,3,3p
PRSS45,377047,3p21.31,3,3p
PRSS42,339906,3p21.31,3,3p
MYL3,4634,3p21.31,3,3p
PTH1R,5745,3p21.31,3,3p
CCDC12,151903,3p21.31,3,3p
NBEAL2,23218,3p21.31,3,3p
NRADDP,100129354,3p21.31,3,3p
SETD2,29072,3p21.31,3,3p
FLJ39534,285352,3p21.31,3,3p
KIF9,64147,3p21.31,3,3p
KLHL18,23276,3p21.31,3,3p
PTPN23,25930,3p21.31,3,3p
SCAP,22937,3p21.31,3,3p
C3orf75,54859,3p21.31,3,3p
CSPG5,10675,3p21.31,3,3p
SMARCC1,6599,3p21.31,3,3p
DHX30,22907,3p21.31,3,3p
MAP4,4134,3p21.31,3,3p
MIR1226,100302232,3p21.31,3,3p
hsa-mir-1226,-950,3p21.31,3,3p
CDC25A,993,3p21.31,3,3p
MIR4443,100616407,3p21.31,3,3p
CAMP,820,3p21.31,3,3p
ZNF589,51385,3p21.31,3,3p
NME6,10201,3p21.31,3,3p
SPINK8,646424,3p21.31,3,3p
hsa-mir-2115,-953,3p21.31,3,3p
FBXW12,285231,3p21.31,3,3p
PLXNB1,5364,3p21.31,3,3p
CCDC51,79714,3p21.31,3,3p
CCDC72,51372,3p21.31,3,3p
ATRIP,84126,3p21.31,3,3p
SHISA5,51246,3p21.31,3,3p
TREX1,11277,3p21.31,3,3p
PFKFB4,5210,3p21.31,3,3p
COL7A1,1294,3p21.31,3,3p
UCN2,90226,3p21.31,3,3p
MIR711,100313843,3p21.31,3,3p
hsa-mir-711,-955,3p21.31,3,3p
UQCRC1,7384,3p21.31,3,3p
SLC26A6,65010,3p21.31,3,3p
TMEM89,440955,3p21.31,3,3p
CELSR3,1951,3p21.31,3,3p
MIR4793,100616112,3p21.31,3,3p
NCKIPSD,51517,3p21.31,3,3p
IP6K2,51447,3p21.31,3,3p
PRKAR2A,5576,3p21.31,3,3p
SLC25A20,788,3p21.31,3,3p
ARIH2,10425,3p21.31,3,3p
C3orf71,646450,3p21.31,3,3p
P4HTM,54681,3p21.31,3,3p
WDR6,11180,3p21.31,3,3p
DALRD3,55152,3p21.31,3,3p
MIR191,406966,3p21.31,3,3p
MIR425,494337,3p21.31,3,3p
NDUFAF3,25915,3p21.31,3,3p
hsa-mir-191,-959,3p21.31,3,3p
hsa-mir-425,-959,3p21.31,3,3p
IMPDH2,3615,3p21.31,3,3p
QRICH1,54870,3p21.31,3,3p
QARS,5859,3p21.31,3,3p
USP19,10869,3p21.31,3,3p
LAMB2,3913,3p21.31,3,3p
LAMB2P1,22973,3p21.31,3,3p
CCDC71,64925,3p21.31,3,3p
KLHDC8B,200942,3p21.31,3,3p
LOC646498,646498,3p21.31,3,3p
CCDC36,339834,3p21.31,3,3p
C3orf62,375341,3p21.31,3,3p
MIR4271,100422952,3p21.31,3,3p
USP4,7375,3p21.31,3,3p
hsa-mir-4271,-961,3p21.31,3,3p
GPX1,2876,3p21.31,3,3p
RHOA,387,3p21.31,3,3p
TCTA,6988,3p21.31,3,3p
AMT,275,3p21.31,3,3p
NICN1,84276,3p21.31,3,3p
DAG1,1605,3p21.31,3,3p
BSN-AS2,100132677,3p21.31,3,3p
BSN,8927,3p21.31,3,3p
APEH,327,3p21.31,3,3p
MST1,4485,3p21.31,3,3p
RNF123,63891,3p21.31,3,3p
AMIGO3,386724,3p21.31,3,3p
GMPPB,29925,3p21.31,3,3p
IP6K1,9807,3p21.31,3,3p
CDHR4,389118,3p21.31,3,3p
FAM212A,389119,3p21.31,3,3p
UBA7,7318,3p21.31,3,3p
TRAIP,10293,3p21.31,3,3p
CAMKV,79012,3p21.31,3,3p
MST1R,4486,3p21.31,3,3p
MON1A,84315,3p21.31,3,3p
RBM6,10180,3p21.31,3,3p
RBM5,10181,3p21.31,3,3p
LUST,100775107,3p21.31,3,3p
SEMA3F,6405,3p21.31,3,3p
hsa-mir-566,-968,3p21.31,3,3p
GNAT1,2779,3p21.31,3,3p
SLC38A3,10991,3p21.31,3,3p
GNAI2,2771,3p21.31,3,3p
SEMA3B,7869,3p21.31,3,3p
C3orf45,132228,3p21.31,3,3p
HYAL3,8372,3p21.31,3,3p
IFRD2,7866,3p21.31,3,3p
HYAL1,3373,3p21.31,3,3p
NAT6,24142,3p21.31,3,3p
HYAL2,8692,3p21.31,3,3p
TUSC2,11334,3p21.31,3,3p
RASSF1,11186,3p21.31,3,3p
ZMYND10,51364,3p21.31,3,3p
CYB561D2,11068,3p21.31,3,3p
NPRL2,10641,3p21.31,3,3p
TMEM115,11070,3p21.31,3,3p
CACNA2D2,9254,3p21.31,3,3p
C3orf18,51161,3p21.31,3,3p
HEMK1,51409,3p21.2,3,3p
CISH,1154,3p21.2,3,3p
MAPKAPK3,7867,3p21.2,3,3p
DOCK3,1795,3p21.2,3,3p
MIR4787,100616138,3p21.2,3,3p
MANF,7873,3p21.2,3,3p
RBM15B,29890,3p21.2,3,3p
VPRBP,9730,3p21.2,3,3p
RAD54L2,23132,3p21.2,3,3p
TEX264,51368,3p21.2,3,3p
GRM2,2912,3p21.2,3,3p
IQCF6,440956,3p21.2,3,3p
IQCF4,100506840,3p21.2,3,3p
IQCF3,401067,3p21.2,3,3p
IQCF2,389123,3p21.2,3,3p
IQCF5,389124,3p21.2,3,3p
IQCF1,132141,3p21.2,3,3p
RRP9,9136,3p21.2,3,3p
PARP3,10039,3p21.2,3,3p
GPR62,118442,3p21.2,3,3p
PCBP4,57060,3p21.2,3,3p
ABHD14A-ACY1,100526760,3p21.2,3,3p
ABHD14A,25864,3p21.2,3,3p
ABHD14B,84836,3p21.2,3,3p
ACY1,95,3p21.2,3,3p
RPL29,6159,3p21.2,3,3p
DUSP7,1849,3p21.2,3,3p
C3orf74,100128378,3p21.2,3,3p
POC1A,25886,3p21.2,3,3p
ALAS1,211,3p21.2,3,3p
TLR9,54106,3p21.2,3,3p
TWF2,11344,3p21.2,3,3p
PPM1M,132160,3p21.2,3,3p
WDR82,80335,3p21.2,3,3p
MIRLET7G,406890,3p21.1,3,3p
hsa-let-7g,-984,3p21.1,3,3p
GLYCTK,132158,3p21.1,3,3p
MIR135A1,406925,3p21.1,3,3p
hsa-mir-135a-1,-984,3p21.1,3,3p
